ShopName,Quantity,CustomerName,Product,CustomerAddress
Shop1,624,"Garfield Appliance Service","Product 8","1535 Knollwood Drive, GA"
Shop1,661,"Glenn Oaks Office Supplies","Product 39","1831 Beverly Place #9D, NH"
Shop1,554,"PGS Associates","Product 33","1234 Devonshire Court, CA"
Shop1,442,"Futoons Cartoons Emporium","Product 34","632 Roger Williams, NV"
Shop1,756,"Hi-Land Art & Frame","Product 42","135 Lakewood place, CT"
Shop1,936,"Tub's Furniture Store","Product 27","788 Tennyson Ave., MI"
Shop1,981,"Cradle the Call","Product 31","42 Valley Rd., PA"
Shop1,695,"Vanity Town","Product 25","242 Ashland Ave., IN"
Shop1,933,"Cotton Thumb Ltd.","Product 27","4259 W. Lake Ave., VA"
Shop1,685,"Acme Chemical Supply","Product 11","201-C Frontage Rd., VT"
Shop1,64,"Doerner's Awnings and Canopies","Product 27","1795 Lake Cook Rd., AR"
Shop1,813,"Parkway Auto Body","Product 31","1831 Beverly Place #9D, AK"
Shop1,143,"Foy Aviation","Product 45","1679 McCraren, MA"
Shop1,201,"Childress Child Day Care","Product 26","367Bluebird Terr., WV"
Shop1,712,"Bill's Dive Shop","Product 43","1954 First St., AZ"
Shop1,569,"Toggle & Myerson Ltd","Product 48","581 Hill St. Apt. 234, WY"
Shop1,305,"Nyman Interior Design","Product 11","115 Judson Rd., OR"
Shop1,178,"George Lee Antiques","Product 49","244 Briar Ln, CT"
Shop1,33,"Deer Lake Inn","Product 47","3901 Chester Ave. Apt. 3C, WY"
Shop1,72,"Glenn Oaks Office Supplies","Product 6","1831 Beverly Place #9D, NH"
Shop1,17,"BBQ Smith's Tex Mex","Product 3","1155 Ridgewood Drive, FL"
Shop1,802,"Glenn Oaks Office Supplies","Product 18","1831 Beverly Place #9D, NH"
Shop1,136,"Acme Chemical Supply","Product 34","201-C Frontage Rd., VT"
Shop1,933,"Bee Line Publishing","Product 12","3344 Beachwood Ln., AK"
Shop1,132,"North West Gas Co.","Product 9","3148 cottonwood Ct., AK"
Shop1,11,"Rythmics Ltd.","Product 14","1839 McCraren Rd., IL"
Shop1,734,"Shaggy's Grooming Services","Product 39","334 Lynn Terrace, OR"
Shop1,1000,"Gordon & Son Brockerage Ltd.","Product 29","1912 Old Briar Lane #2, KY"
Shop1,907,"Cutter Lawn Mower Repair","Product 16","965 Marion Place Apt. 65C, MT"
Shop1,578,"Masterlands Cleaning","Product 46","433 Burton Ave., DE"
Shop1,214,"Yale Remins Temp Agency","Product 48","2922 Twin Oaks Drive, TX"
Shop1,812,"Lee Stairworks and Carpentry,","Product 17",
Shop1,339,"Elle Hypnosis and Therapy Cent","Product 44","1450 Harding Ave., LA"
Shop1,179,"Elm Place Business Supplies","Product 38","1839 McCraren Rd., CO"
Shop1,411,"Car Suite Cleaners","Product 14","218 Oakridge Ave., ID"
Shop1,147,"Moveit Motercycle Service","Product 44","1831 Beverly Place #9D, NY"
Shop1,462,"Resnick DDS","Product 39","917 Fairview Ave.  Apt. 982, GA"
Shop1,478,"Shaggy's Grooming Services","Product 34","334 Lynn Terrace, OR"
Shop1,511,"Nirabi Auto Service","Product 40","14836 W. River Oaks Dr., AR"
Shop1,968,"Lee Stairworks and Carpentry,","Product 28",
Shop1,41,"Schmidt Denists","Product 47","245 Oakridge Ave., VT"
Shop1,126,"Glenn Oaks Office Supplies","Product 40","1831 Beverly Place #9D, NH"
Shop1,863,"Hi-Land Art & Frame","Product 8","135 Lakewood place, CT"
Shop1,461,"Highland Heights Gift Shop","Product 22","872 Virginia Rd., LA"
Shop1,615,"Nirabi Auto Service","Product 2","14836 W. River Oaks Dr., AR"
Shop1,780,"Glassman & Stone","Product 18","669 Kikaid, SD"
Shop1,904,"Cradle the Call","Product 50","42 Valley Rd., PA"
Shop1,582,"Glenwood Credit Union","Product 29","3385 University Ave., HI"
Shop1,504,"Air Mexico","Product 15","2505 Allison ct., NJ"
Shop1,775,"Toggle & Myerson Ltd","Product 14","581 Hill St. Apt. 234, WY"
Shop1,480,"PGS Associates","Product 6","1234 Devonshire Court, CA"
Shop1,814,"Green Bay Travel Services","Product 22","1679 McCraren, SC"
Shop1,981,"Lennox Air Pollution Control","Product 45","600 Central Ave, ND"
Shop1,65,"Acturial Enterprises Ltd.","Product 46","3901 Chester Ave. Apt. 3C, FL"
Shop1,978,"Resnick DDS","Product 29","917 Fairview Ave.  Apt. 982, GA"
Shop1,344,"Bee Line Publishing","Product 16","3344 Beachwood Ln., AK"
Shop1,443,"Peterson Roberts Carpentry","Product 3","2224 Sherman Rd., GA"
Shop1,439,"Eva Galler Galleries Inc.","Product 10","505 N. Frances St., NH"
Shop1,274,"Highland Heights Gift Shop","Product 30","872 Virginia Rd., LA"
Shop1,142,"Mergenthaler Inc.","Product 6","1859 Green Bay Rd., VT"
Shop1,657,"Elm Place Business Supplies","Product 49","1839 McCraren Rd., CO"
Shop1,218,"Cutter Lawn Mower Repair","Product 16","965 Marion Place Apt. 65C, MT"
Shop1,928,"Acturial Enterprises Ltd.","Product 44","3901 Chester Ave. Apt. 3C, FL"
Shop1,540,"Dean Barnett Furniture Repair","Product 19","425 Lake Ave., WY"
Shop1,361,"Johnson, Erico & Co CPA's","Product 12",
Shop1,760,"Dean Barnett Furniture Repair","Product 27","425 Lake Ave., WY"
Shop1,217,"Foy Aviation","Product 9","1679 McCraren, MA"
Shop1,588,"Nyman Interior Design","Product 4","115 Judson Rd., OR"
Shop1,583,"Deer Lake Inn","Product 22","3901 Chester Ave. Apt. 3C, WY"
Shop1,85,"Bako Delicatessen","Product 38","618 Sheriden rd., UT"
Shop1,861,"Trapezoid Studios","Product 20","3150 Skokie Valley Rd., KS"
Shop1,233,"Got It All Electronics Supply","Product 17","550 Sheridan, NV"
Shop1,121,"Michael Montgomery Hair Saloon","Product 39","1575 Oak Ave.  Apt. 2C, DE"
Shop1,846,"Green Bay Travel Services","Product 22","1679 McCraren, SC"
Shop1,9,"American Deli Workers Union","Product 21","4522 N. Greenview Apt. 1B, AZ"
Shop1,83,"Shaggy's Grooming Services","Product 5","334 Lynn Terrace, OR"
Shop1,429,"Acturial Enterprises Ltd.","Product 4","3901 Chester Ave. Apt. 3C, FL"
Shop1,314,"DBN Bank","Product 7","2936 Arlington Ave., ME"
Shop1,627,"Parkway Auto Body","Product 16","1831 Beverly Place #9D, AK"
Shop1,534,"Parkway Auto Body","Product 47","1831 Beverly Place #9D, AK"
Shop1,399,"Mail Boxes Et. Al.","Product 38","2112 Ravine Drive, WY"
Shop1,74,"Futoons Cartoons Emporium","Product 15","632 Roger Williams, NV"
Shop1,61,"Jay's Cabinet Company","Product 4","3901 Chester Ave. Apt. 3C, CT"
Shop1,683,"Masterlands Cleaning","Product 15","433 Burton Ave., DE"
Shop1,546,"Highland Heights Gift Shop","Product 11","872 Virginia Rd., LA"
Shop1,999,"Griffith Paving and Sealcoatin","Product 2","3344 Beachwood Ln., TX"
Shop1,251,"Shaggy's Grooming Services","Product 14","334 Lynn Terrace, OR"
Shop1,339,"Bill's Dive Shop","Product 17","1954 First St., AZ"
Shop1,797,"Eva Galler Galleries Inc.","Product 13","505 N. Frances St., NH"
Shop1,167,"Bill's Dive Shop","Product 42","1954 First St., AZ"
Shop1,640,"Doerner's Awnings and Canopies","Product 19","1795 Lake Cook Rd., AR"
Shop1,920,"Acturial Enterprises Ltd.","Product 28","3901 Chester Ave. Apt. 3C, FL"
Shop1,937,"Elm Place Business Supplies","Product 25","1839 McCraren Rd., CO"
Shop1,71,"Nirabi Auto Service","Product 33","14836 W. River Oaks Dr., AR"
Shop1,902,"Got It All Electronics Supply","Product 44","550 Sheridan, NV"
Shop1,687,"Shaggy's Grooming Services","Product 20","334 Lynn Terrace, OR"
Shop1,430,"Glenn Oaks Office Supplies","Product 39","1831 Beverly Place #9D, NH"
Shop1,517,"Childress Child Day Care","Product 8","367Bluebird Terr., WV"
Shop1,862,"Glenn Oaks Office Supplies","Product 48","1831 Beverly Place #9D, NH"
Shop1,572,"Tub's Furniture Store","Product 4","788 Tennyson Ave., MI"
Shop1,504,"Bill's Dive Shop","Product 22","1954 First St., AZ"
Shop1,381,"Yale Remins Temp Agency","Product 33","2922 Twin Oaks Drive, TX"
Shop1,350,"Green Bay Travel Services","Product 18","1679 McCraren, SC"
Shop1,139,"Funnyface Amusement Games","Product 2","600 Central Ave, MT"
Shop1,533,"Crosstracks Car Wash","Product 11","3901 Chester Ave. Apt. 3C, NY"
Shop1,747,"Parkway Auto Body","Product 8","1831 Beverly Place #9D, AK"
Shop1,790,"Childress Child Day Care","Product 26","367Bluebird Terr., WV"
Shop1,8,"Jay's Cabinet Company","Product 39","3901 Chester Ave. Apt. 3C, CT"
Shop1,391,"Car Suite Cleaners","Product 12","218 Oakridge Ave., ID"
Shop1,133,"Childress Child Day Care","Product 14","367Bluebird Terr., WV"
Shop1,724,"Toggle & Myerson Ltd","Product 4","581 Hill St. Apt. 234, WY"
Shop1,384,"Vanity Town","Product 10","242 Ashland Ave., IN"
Shop1,291,"George Lee Antiques","Product 14","244 Briar Ln, CT"
Shop1,444,"Hi-Land Art & Frame","Product 39","135 Lakewood place, CT"
Shop1,656,"BBQ Smith's Tex Mex","Product 48","1155 Ridgewood Drive, FL"
Shop1,384,"Lee Stairworks and Carpentry,","Product 5",
Shop1,914,"Lambert & Locke Legal Services","Product 3","1077 Court Ave., AR"
Shop1,757,"Nyman Interior Design","Product 26","115 Judson Rd., OR"
Shop1,192,"Facelift Kitchen and Bath","Product 19","1233 Arbor Rd., AK"
Shop1,336,"Air Mexico","Product 32","2505 Allison ct., NJ"
Shop1,815,"Funnyface Amusement Games","Product 41","600 Central Ave, MT"
Shop1,650,"Kermit the Pet Shop","Product 7","1077 Court Ave., MN"
Shop1,419,"Keyth Contracting and Repair","Product 21","5518 Madison St., MA"
Shop1,845,"Terrinni & Son Auto and Truck","Product 37","899 Harvard Ct, TX"
Shop1,274,"Tub's Furniture Store","Product 28","788 Tennyson Ave., MI"
Shop1,302,"Yale Remins Temp Agency","Product 13","2922 Twin Oaks Drive, TX"
Shop1,579,"Johnson, Erico & Co CPA's","Product 16",
Shop1,739,"Crosstracks Car Wash","Product 34","3901 Chester Ave. Apt. 3C, NY"
Shop1,945,"Glenwood Credit Union","Product 8","3385 University Ave., HI"
Shop1,113,"Parkway Auto Body","Product 21","1831 Beverly Place #9D, AK"
Shop1,321,"Parties Galore Golf Course","Product 16","629 Kincaid Ave., CT"
Shop1,422,"Futoons Cartoons Emporium","Product 17","632 Roger Williams, NV"
Shop1,104,"Schmidt Denists","Product 38","245 Oakridge Ave., VT"
Shop1,790,"Futoons Cartoons Emporium","Product 28","632 Roger Williams, NV"
Shop1,435,"Got It All Electronics Supply","Product 38","550 Sheridan, NV"
Shop1,88,"Pivot Point College","Product 34","1077 Court Ave., DC"
Shop1,266,"Trapezoid Studios","Product 43","3150 Skokie Valley Rd., KS"
Shop1,22,"Car Suite Cleaners","Product 7","218 Oakridge Ave., ID"
Shop1,195,"New Dehli Auto Exchange","Product 44","618 Sheriden rd., KY"
Shop1,972,"Futoons Cartoons Emporium","Product 47","632 Roger Williams, NV"
Shop1,711,"Elm Place Business Supplies","Product 47","1839 McCraren Rd., CO"
Shop1,524,"Yale Remins Temp Agency","Product 9","2922 Twin Oaks Drive, TX"
Shop1,579,"Darcy Frame and Matting Servic","Product 25","12 Broadview Lane, TX"
Shop1,492,"Garfield Appliance Service","Product 31","1535 Knollwood Drive, GA"
Shop1,356,"Glenn Oaks Office Supplies","Product 33","1831 Beverly Place #9D, NH"
Shop1,326,"Glassman & Stone","Product 45","669 Kikaid, SD"
Shop1,247,"Brand Y Creative Services","Product 14","10 Marquette Rd., DE"
Shop1,756,"Kermit the Pet Shop","Product 3","1077 Court Ave., MN"
Shop1,632,"Glassman & Stone","Product 39","669 Kikaid, SD"
Shop1,182,"Lambert & Locke Legal Services","Product 31","1077 Court Ave., AR"
Shop1,214,"Shaggy's Grooming Services","Product 9","334 Lynn Terrace, OR"
Shop1,381,"Moveit Motercycle Service","Product 9","1831 Beverly Place #9D, NY"
Shop1,119,"George Lee Antiques","Product 30","244 Briar Ln, CT"
Shop1,725,"Glenwood Credit Union","Product 18","3385 University Ave., HI"
Shop1,463,"Shaggy's Grooming Services","Product 31","334 Lynn Terrace, OR"
Shop1,431,"Childress Child Day Care","Product 42","367Bluebird Terr., WV"
Shop1,626,"Nitelites Party Rental","Product 33","1799 Rosemary Way, MN"
Shop1,320,"New Dehli Auto Exchange","Product 27","618 Sheriden rd., KY"
Shop1,346,"Truck-X Muffler Repair","Product 37","465 Stratford Rd., CA"
Shop1,132,"Vanity Town","Product 30","242 Ashland Ave., IN"
Shop1,661,"Childress Child Day Care","Product 35","367Bluebird Terr., WV"
Shop1,366,"New Dehli Auto Exchange","Product 20","618 Sheriden rd., KY"
Shop1,279,"Salt & Pepper Catering Service","Product 20","42 Valley Rd., AK"
Shop1,532,"Terrinni & Son Auto and Truck","Product 21","899 Harvard Ct, TX"
Shop1,554,"Acme Chemical Supply","Product 12","201-C Frontage Rd., VT"
Shop1,648,"Foy Aviation","Product 34","1679 McCraren, MA"
Shop1,947,"Parkway Auto Body","Product 13","1831 Beverly Place #9D, AK"
Shop1,847,"Smith & Wesson Militia","Product 15","1270 Linden Ave., IN"
Shop1,249,"Kermit the Pet Shop","Product 26","1077 Court Ave., MN"
Shop1,448,"Deer Lake Inn","Product 15","3901 Chester Ave. Apt. 3C, WY"
Shop1,860,"Yale Remins Temp Agency","Product 34","2922 Twin Oaks Drive, TX"
Shop1,28,"Lennox Air Pollution Control","Product 34","600 Central Ave, ND"
Shop1,184,"Doerner's Awnings and Canopies","Product 13","1795 Lake Cook Rd., AR"
Shop1,881,"Parkway Auto Body","Product 29","1831 Beverly Place #9D, AK"
Shop1,851,"Yale Remins Temp Agency","Product 30","2922 Twin Oaks Drive, TX"
Shop1,231,"Dean Barnett Furniture Repair","Product 34","425 Lake Ave., WY"
Shop1,57,"Green Bay Travel Services","Product 11","1679 McCraren, SC"
Shop1,320,"Tub's Furniture Store","Product 26","788 Tennyson Ave., MI"
Shop1,151,"Highland Woods City Hall","Product 3","2644 Princeton Ln., MA"
Shop1,131,"Highland Heights Gift Shop","Product 18","872 Virginia Rd., LA"
Shop1,681,"Quad City Cleaning","Product 49","2600 Winsor Mall, OR"
Shop1,272,"Deer Lake Inn","Product 23","3901 Chester Ave. Apt. 3C, WY"
Shop1,62,"Lee Stairworks and Carpentry,","Product 34",
Shop1,220,"Facelift Kitchen and Bath","Product 27","1233 Arbor Rd., AK"
Shop1,983,"Mergenthaler Inc.","Product 19","1859 Green Bay Rd., VT"
Shop1,156,"Johnson, Erico & Co CPA's","Product 41",
Shop1,714,"Mergenthaler Inc.","Product 46","1859 Green Bay Rd., VT"
Shop1,614,"Yale Remins Temp Agency","Product 32","2922 Twin Oaks Drive, TX"
Shop1,825,"Salt & Pepper Catering Service","Product 21","42 Valley Rd., AK"
Shop1,272,"Terrinni & Son Auto and Truck","Product 20","899 Harvard Ct, TX"
Shop1,928,"DBN Bank","Product 32","2936 Arlington Ave., ME"
Shop1,981,"Yale Remins Temp Agency","Product 5","2922 Twin Oaks Drive, TX"
Shop1,289,"Arthur M. Feildberg Galleries","Product 32","1752 Clinton Ave., CO"
Shop1,885,"Garfield Appliance Service","Product 10","1535 Knollwood Drive, GA"
Shop1,586,"Smith & Wesson Militia","Product 27","1270 Linden Ave., IN"
Shop1,208,"Nyman Interior Design","Product 48","115 Judson Rd., OR"
Shop1,634,"Cutter Lawn Mower Repair","Product 15","965 Marion Place Apt. 65C, MT"
Shop1,687,"New Dehli Auto Exchange","Product 2","618 Sheriden rd., KY"
Shop1,502,"Lee Stairworks and Carpentry,","Product 46",
Shop1,457,"Truck-X Muffler Repair","Product 9","465 Stratford Rd., CA"
Shop1,766,"Nirabi Auto Service","Product 21","14836 W. River Oaks Dr., AR"
Shop1,892,"Green Bay Travel Services","Product 15","1679 McCraren, SC"
Shop1,352,"Deer Lake Inn","Product 40","3901 Chester Ave. Apt. 3C, WY"
Shop1,782,"Lambert & Locke Legal Services","Product 8","1077 Court Ave., AR"
Shop1,166,"Yale Remins Temp Agency","Product 4","2922 Twin Oaks Drive, TX"
Shop1,287,"Cradle the Call","Product 49","42 Valley Rd., PA"
Shop1,49,"Shaggy's Grooming Services","Product 21","334 Lynn Terrace, OR"
Shop1,882,"Rythmics Ltd.","Product 12","1839 McCraren Rd., IL"
Shop1,218,"Toggle & Myerson Ltd","Product 19","581 Hill St. Apt. 234, WY"
Shop1,838,"Nirabi Auto Service","Product 50","14836 W. River Oaks Dr., AR"
Shop1,262,"American Deli Workers Union","Product 37","4522 N. Greenview Apt. 1B, AZ"
Shop1,206,"George Lee Antiques","Product 48","244 Briar Ln, CT"
Shop1,768,"Dean Barnett Furniture Repair","Product 9","425 Lake Ave., WY"
Shop1,16,"Toggle & Myerson Ltd","Product 49","581 Hill St. Apt. 234, WY"
Shop1,529,"Glenwood Credit Union","Product 27","3385 University Ave., HI"
Shop1,478,"Johnson, Erico & Co CPA's","Product 47",
Shop1,690,"Tub's Furniture Store","Product 48","788 Tennyson Ave., MI"
Shop1,826,"Glenn Oaks Office Supplies","Product 13","1831 Beverly Place #9D, NH"
Shop1,709,"Kermit the Pet Shop","Product 33","1077 Court Ave., MN"
Shop1,713,"Bill's Dive Shop","Product 30","1954 First St., AZ"
Shop1,586,"Peterson Roberts Carpentry","Product 23","2224 Sherman Rd., GA"
Shop1,984,"Darcy Frame and Matting Servic","Product 14","12 Broadview Lane, TX"
Shop1,706,"Gordon & Son Brockerage Ltd.","Product 4","1912 Old Briar Lane #2, KY"
Shop1,735,"Truck-X Muffler Repair","Product 45","465 Stratford Rd., CA"
Shop1,48,"Parkway Auto Body","Product 18","1831 Beverly Place #9D, AK"
Shop1,886,"Crosstracks Car Wash","Product 43","3901 Chester Ave. Apt. 3C, NY"
Shop1,405,"Moveit Motercycle Service","Product 44","1831 Beverly Place #9D, NY"
Shop1,55,"Jay's Cabinet Company","Product 44","3901 Chester Ave. Apt. 3C, CT"
Shop1,462,"Keyth Contracting and Repair","Product 48","5518 Madison St., MA"
Shop1,71,"Childress Child Day Care","Product 41","367Bluebird Terr., WV"
Shop1,710,"Acturial Enterprises Ltd.","Product 40","3901 Chester Ave. Apt. 3C, FL"
Shop1,659,"Kermit the Pet Shop","Product 33","1077 Court Ave., MN"
Shop1,263,"Elm Place Business Supplies","Product 10","1839 McCraren Rd., CO"
Shop1,438,"Childress Child Day Care","Product 37","367Bluebird Terr., WV"
Shop1,521,"Hibbard Road Suppliers","Product 30","1575 Oakwood Ave., WI"
Shop1,6,"Acme Chemical Supply","Product 22","201-C Frontage Rd., VT"
Shop1,173,"Got It All Electronics Supply","Product 25","550 Sheridan, NV"
Shop1,540,"janice Mann Accounting Service","Product 6","965 Marion Place Apt. 65C, NH"
Shop1,691,"Yale Remins Temp Agency","Product 30","2922 Twin Oaks Drive, TX"
Shop1,104,"Elle Hypnosis and Therapy Cent","Product 19","1450 Harding Ave., LA"
Shop1,3,"janice Mann Accounting Service","Product 47","965 Marion Place Apt. 65C, NH"
Shop1,491,"Darcy Frame and Matting Servic","Product 2","12 Broadview Lane, TX"
Shop1,902,"Childress Child Day Care","Product 29","367Bluebird Terr., WV"
Shop1,774,"Nirabi Auto Service","Product 5","14836 W. River Oaks Dr., AR"
Shop1,380,"Griffith Paving and Sealcoatin","Product 35","3344 Beachwood Ln., TX"
Shop1,314,"Pete's Auto Repair","Product 3","1550 Ridge Rd., TN"
Shop1,689,"George Lee Antiques","Product 23","244 Briar Ln, CT"
Shop1,246,"Car Suite Cleaners","Product 43","218 Oakridge Ave., ID"
Shop1,570,"Kermit the Pet Shop","Product 15","1077 Court Ave., MN"
Shop1,491,"Pivot Point College","Product 19","1077 Court Ave., DC"
Shop1,505,"Quad City Cleaning","Product 8","2600 Winsor Mall, OR"
Shop1,635,"Parkway Auto Body","Product 30","1831 Beverly Place #9D, AK"
Shop1,194,"Yale Remins Temp Agency","Product 3","2922 Twin Oaks Drive, TX"
Shop1,241,"Hi-Land Art & Frame","Product 41","135 Lakewood place, CT"
Shop1,862,"Doerner's Awnings and Canopies","Product 41","1795 Lake Cook Rd., AR"
Shop1,85,"Eva Galler Galleries Inc.","Product 21","505 N. Frances St., NH"
Shop1,427,"Peterson Roberts Carpentry","Product 19","2224 Sherman Rd., GA"
Shop1,590,"Eva Galler Galleries Inc.","Product 28","505 N. Frances St., NH"
Shop1,937,"New Dehli Auto Exchange","Product 11","618 Sheriden rd., KY"
Shop1,334,"Yale Remins Temp Agency","Product 4","2922 Twin Oaks Drive, TX"
Shop1,216,"Yale Remins Temp Agency","Product 14","2922 Twin Oaks Drive, TX"
Shop1,572,"Moveit Motercycle Service","Product 9","1831 Beverly Place #9D, NY"
Shop1,454,"Gordon & Son Brockerage Ltd.","Product 18","1912 Old Briar Lane #2, KY"
Shop1,981,"Glenn Oaks Office Supplies","Product 41","1831 Beverly Place #9D, NH"
Shop1,1,"Hibbard Road Suppliers","Product 35","1575 Oakwood Ave., WI"
Shop1,462,"Childress Child Day Care","Product 17","367Bluebird Terr., WV"
Shop1,353,"Hi-Land Art & Frame","Product 10","135 Lakewood place, CT"
Shop1,321,"Truck-X Muffler Repair","Product 49","465 Stratford Rd., CA"
Shop1,637,"Funnyface Amusement Games","Product 38","600 Central Ave, MT"
Shop1,755,"Kermit the Pet Shop","Product 28","1077 Court Ave., MN"
Shop1,957,"Eva Galler Galleries Inc.","Product 13","505 N. Frances St., NH"
Shop1,495,"Glenwood Credit Union","Product 12","3385 University Ave., HI"
Shop1,378,"Glenn Oaks Office Supplies","Product 16","1831 Beverly Place #9D, NH"
Shop1,961,"Nyman Interior Design","Product 22","115 Judson Rd., OR"
Shop1,574,"Highland Heights Gift Shop","Product 40","872 Virginia Rd., LA"
Shop1,916,"Foy Aviation","Product 46","1679 McCraren, MA"
Shop1,974,"Peterson Roberts Carpentry","Product 50","2224 Sherman Rd., GA"
Shop1,178,"Gordon & Son Brockerage Ltd.","Product 10","1912 Old Briar Lane #2, KY"
Shop1,228,"Terrinni & Son Auto and Truck","Product 29","899 Harvard Ct, TX"
Shop1,271,"Pivot Point College","Product 4","1077 Court Ave., DC"
Shop1,754,"Childress Child Day Care","Product 22","367Bluebird Terr., WV"
Shop1,583,"Lambert & Locke Legal Services","Product 20","1077 Court Ave., AR"
Shop1,56,"Kermit the Pet Shop","Product 6","1077 Court Ave., MN"
Shop1,797,"Bee Line Publishing","Product 5","3344 Beachwood Ln., AK"
Shop1,494,"Eva Galler Galleries Inc.","Product 28","505 N. Frances St., NH"
Shop1,887,"Resnick DDS","Product 13","917 Fairview Ave.  Apt. 982, GA"
Shop1,174,"Lennox Air Pollution Control","Product 33","600 Central Ave, ND"
Shop1,343,"Park District Of America","Product 46","456 Groverland Ave., ME"
Shop1,402,"Crossroads Construction, Inc.","Product 49",
Shop1,201,"Arthur M. Feildberg Galleries","Product 43","1752 Clinton Ave., CO"
Shop1,262,"Hibbard Road Suppliers","Product 17","1575 Oakwood Ave., WI"
Shop1,834,"George Lee Antiques","Product 43","244 Briar Ln, CT"
Shop1,600,"Car Suite Cleaners","Product 10","218 Oakridge Ave., ID"
Shop1,393,"Childress Child Day Care","Product 46","367Bluebird Terr., WV"
Shop1,186,"Nirabi Auto Service","Product 49","14836 W. River Oaks Dr., AR"
Shop1,935,"American Deli Workers Union","Product 20","4522 N. Greenview Apt. 1B, AZ"
Shop1,180,"Glenn Oaks Office Supplies","Product 33","1831 Beverly Place #9D, NH"
Shop1,902,"Parties Galore Golf Course","Product 26","629 Kincaid Ave., CT"
Shop1,842,"George Lee Antiques","Product 38","244 Briar Ln, CT"
Shop1,642,"Bill's Dive Shop","Product 23","1954 First St., AZ"
Shop1,128,"Shaggy's Grooming Services","Product 17","334 Lynn Terrace, OR"
Shop1,35,"DBN Bank","Product 5","2936 Arlington Ave., ME"
Shop1,729,"Michael Montgomery Hair Saloon","Product 48","1575 Oak Ave.  Apt. 2C, DE"
Shop1,840,"Glenwood Credit Union","Product 12","3385 University Ave., HI"
Shop1,232,"Glenn Oaks Office Supplies","Product 15","1831 Beverly Place #9D, NH"
Shop1,718,"Elle Hypnosis and Therapy Cent","Product 25","1450 Harding Ave., LA"
Shop1,878,"Glenn Oaks Office Supplies","Product 22","1831 Beverly Place #9D, NH"
Shop1,2,"American Deli Workers Union","Product 4","4522 N. Greenview Apt. 1B, AZ"
Shop1,158,"Terrinni & Son Auto and Truck","Product 29","899 Harvard Ct, TX"
Shop1,191,"Kermit the Pet Shop","Product 48","1077 Court Ave., MN"
Shop1,366,"Green Bay Travel Services","Product 2","1679 McCraren, SC"
Shop1,124,"Crossroads Construction, Inc.","Product 22",
Shop1,763,"Mergenthaler Inc.","Product 45","1859 Green Bay Rd., VT"
Shop1,890,"Parkway Auto Body","Product 46","1831 Beverly Place #9D, AK"
Shop1,864,"Childress Child Day Care","Product 9","367Bluebird Terr., WV"
Shop1,666,"Funnyface Amusement Games","Product 38","600 Central Ave, MT"
Shop1,581,"Glenwood Credit Union","Product 35","3385 University Ave., HI"
Shop1,812,"Caranisco Homes","Product 14","244 Briar Ln, ND"
Shop1,53,"Smith & Wesson Militia","Product 17","1270 Linden Ave., IN"
Shop1,896,"Mergenthaler Inc.","Product 20","1859 Green Bay Rd., VT"
Shop1,35,"George Lee Antiques","Product 11","244 Briar Ln, CT"
Shop1,76,"Moveit Motercycle Service","Product 33","1831 Beverly Place #9D, NY"
Shop1,242,"Car Suite Cleaners","Product 8","218 Oakridge Ave., ID"
Shop1,349,"Highland Woods City Hall","Product 38","2644 Princeton Ln., MA"
Shop1,713,"Got It All Electronics Supply","Product 42","550 Sheridan, NV"
Shop1,617,"PGS Associates","Product 38","1234 Devonshire Court, CA"
Shop1,652,"Highland Woods City Hall","Product 43","2644 Princeton Ln., MA"
Shop1,788,"Nyman Interior Design","Product 8","115 Judson Rd., OR"
Shop1,713,"Brand Y Creative Services","Product 23","10 Marquette Rd., DE"
Shop1,382,"Nitelites Party Rental","Product 40","1799 Rosemary Way, MN"
Shop1,416,"Lennox Air Pollution Control","Product 49","600 Central Ave, ND"
Shop1,816,"Salt & Pepper Catering Service","Product 5","42 Valley Rd., AK"
Shop1,525,"Futoons Cartoons Emporium","Product 23","632 Roger Williams, NV"
Shop1,595,"George Lee Antiques","Product 33","244 Briar Ln, CT"
Shop1,400,"Salt & Pepper Catering Service","Product 10","42 Valley Rd., AK"
Shop1,988,"Cutter Lawn Mower Repair","Product 32","965 Marion Place Apt. 65C, MT"
Shop1,603,"Childress Child Day Care","Product 33","367Bluebird Terr., WV"
Shop1,256,"Mergenthaler Inc.","Product 37","1859 Green Bay Rd., VT"
Shop1,958,"Shaggy's Grooming Services","Product 19","334 Lynn Terrace, OR"
Shop1,623,"Quad City Cleaning","Product 8","2600 Winsor Mall, OR"
Shop1,903,"Lee Stairworks and Carpentry,","Product 17",
Shop1,483,"Acturial Enterprises Ltd.","Product 10","3901 Chester Ave. Apt. 3C, FL"
Shop1,304,"Salt & Pepper Catering Service","Product 33","42 Valley Rd., AK"
Shop1,690,"Highland Heights Gift Shop","Product 17","872 Virginia Rd., LA"
Shop1,804,"Childress Child Day Care","Product 14","367Bluebird Terr., WV"
Shop1,1000,"Parties Galore Golf Course","Product 16","629 Kincaid Ave., CT"
Shop1,868,"Brand Y Creative Services","Product 48","10 Marquette Rd., DE"
Shop1,523,"Terrinni & Son Auto and Truck","Product 31","899 Harvard Ct, TX"
Shop1,800,"Parkway Auto Body","Product 37","1831 Beverly Place #9D, AK"
Shop1,774,"Bako Delicatessen","Product 23","618 Sheriden rd., UT"
